sample	samples	sample_type	TP53	BRCA1	SFRS2	ATF4	SLC7A11	WT1	PBRM1	BAP1	CDH1	CIC	RB1	STK11	SMAD4	NF1
TCGA-BH-A0E2-01	TCGA-BH-A0E2-01	Primary Tumor	0.8292	-0.2906	-0.07004	0.4811	1.115	4.309	0.8263	-0.1361	2.635	-0.1827	0.9693	10.7	0.2412	-0.4207
TCGA-AN-A04A-01	TCGA-AN-A04A-01	Primary Tumor	0.8279	-0.3989	-0.2916	0.5027	-0.215	-0.3176	0.3885	-0.08222	3.164	-0.232	0.1079	9.405	-0.1043	0.1724
TCGA-A8-A09B-01	TCGA-A8-A09B-01	Primary Tumor	0.8266	1.02	-0.3325	-0.7573	-1.132	2.794	0.9494	0.2995	2.247	0.2766	-0.5926	10.22	-0.02028	0.8362
TCGA-A2-A0EU-01	TCGA-A2-A0EU-01	Primary Tumor	0.824	1.06	0.1188	-0.007355	-0.02766	-2.41	0.5084	-0.4425	3.143	-0.6067	-0.02795	9.917	-0.3921	0.1831
TCGA-E9-A1NI-01	TCGA-E9-A1NI-01	Primary Tumor	0.8103	0.7624	0.03416	-0.3503	-1.719	1.419	0.4083	-0.06652	1.863	-0.5207	0.02835	9.762	-0.243	0.2847
TCGA-A7-A0DC-01	TCGA-A7-A0DC-01	Primary Tumor	0.7747	0.257	-0.3303	0.7445	0.5556	-3.254	0.9293	-0.3979	2.928	-0.555	-0.4542	10.52	-0.09578	0.9044
TCGA-A8-A0A9-01	TCGA-A8-A0A9-01	Primary Tumor	0.7719	0.7673	0.1587	0.02245	-0.6509	3.476	0.8404	-0.0006184	-2.323	0.2814	0.08115	10.43	0.4129	0.7166
TCGA-GM-A3XN-01	TCGA-GM-A3XN-01	Primary Tumor	0.7608	-0.6876	0.04996	-0.08165	-3.828	-0.859	0.1148	0.1982	-1.723	0.5737	-0.2195	10.68	-0.05668	-0.2708
TCGA-AC-A2FM-01	TCGA-AC-A2FM-01	Primary Tumor	0.7596	1.031	0.2935	0.1165	-3.122	-2.838	1.247	0.4301	2.36	-0.5733	0.4612	10.07	-0.6178	0.5847
TCGA-AC-A23G-01	TCGA-AC-A23G-01	Primary Tumor	0.754	-0.4336	-0.3066	-0.597	-3.138	2.751	0.2522	-0.03202	-1.015	0.8702	-0.2114	10.47	0.06252	0.1776
TCGA-B6-A0IC-01	TCGA-B6-A0IC-01	Primary Tumor	0.7533	0.5253	-0.2282	-0.4489	-0.8763	-2.115	0.9333	0.08148	1.814	0.09664	0.08225	9.859	0.2584	0.9285
TCGA-A2-A0SV-01	TCGA-A2-A0SV-01	Primary Tumor	0.7499	1.588	0.06126	-0.4892	-2.323	4.856	0.4302	0.318	1.848	-0.4206	-0.6732	10.33	-0.8424	-0.4656
TCGA-A2-A0EM-01	TCGA-A2-A0EM-01	Primary Tumor	0.7415	0.05931	-0.07244	-1.477	-1.915	0.05059	0.9482	-0.2484	1.947	-0.3936	0.4964	9.811	0.8878	1.019
TCGA-A8-A09Z-01	TCGA-A8-A09Z-01	Primary Tumor	0.7394	-0.381	-0.7071	0.4581	-3.682	-3.254	-2.053	-0.6978	0.6352	0.2654	0.1871	10.03	-2.043	0.1081
TCGA-A2-A0T2-01	TCGA-A2-A0T2-01	Primary Tumor	0.7383	-1.095	-0.7596	-0.2688	-2.506	2.905	-0.4633	-0.7233	1.669	-0.06106	-0.9904	10.05	0.4424	-1.292
TCGA-A8-A096-01	TCGA-A8-A096-01	Primary Tumor	0.7319	0.9474	-0.2882	-0.1369	-0.9803	1.428	0.9799	-0.1556	0.9048	0.2715	0.7264	9.895	0.1474	0.7917
TCGA-AN-A0AM-01	TCGA-AN-A0AM-01	Primary Tumor	0.7234	-0.1356	0.639	1.023	1.284	7.383	-0.4255	-0.328	2.328	-0.5397	-0.07515	9.915	-0.3843	-0.6288
TCGA-BH-A0B5-01	TCGA-BH-A0B5-01	Primary Tumor	0.7154	1.235	-0.01864	-0.4563	-2.014	-0.8378	1.337	0.1459	1.02	0.3376	0.3691	9.897	0.4356	0.5641
TCGA-A2-A0EY-01	TCGA-A2-A0EY-01	Primary Tumor	0.7054	0.5704	-0.2166	-0.2121	-2.417	4.785	1.118	-0.293	2.951	-0.02916	1.07	9.574	-0.4886	-0.3935
TCGA-AN-A049-01	TCGA-AN-A049-01	Primary Tumor	0.6995	0.8564	-0.1458	-1.091	1.692	-0.06411	-0.1564	-0.6446	1.374	-0.008559	0.3595	10.11	-0.2441	0.3319
TCGA-B6-A0IO-01	TCGA-B6-A0IO-01	Primary Tumor	0.6973	0.582	0.3461	0.102	-0.7097	-0.854	0.4612	-0.442	3.489	-0.02786	0.4303	9.679	-0.4437	-0.1069
TCGA-E2-A14U-01	TCGA-E2-A14U-01	Primary Tumor	0.6815	-1.065	-0.03494	0.008245	-1.068	-2.086	0.0773	0.2047	2.258	0.3241	-0.4519	10.57	0.2248	-0.02054
TCGA-AO-A0JE-01	TCGA-AO-A0JE-01	Primary Tumor	0.6761	1.042	-0.1622	-0.03295	0.4125	2.579	-0.1679	-0.8671	2.947	-0.9245	0.03935	9.667	-0.5107	0.3679
TCGA-A8-A09E-01	TCGA-A8-A09E-01	Primary Tumor	0.6737	1.545	-0.0002406	-1.282	-0.1352	-0.7553	0.6892	-0.1191	2.94	-0.01746	0.5729	10.18	-0.3865	0.2332
TCGA-A8-A09X-01	TCGA-A8-A09X-01	Primary Tumor	0.6719	0.1989	0.02026	0.3976	-0.7444	1.549	0.1391	-0.9901	-3.166	-0.7539	-0.02465	9.564	-1.072	-0.3769
TCGA-AN-A04D-01	TCGA-AN-A04D-01	Primary Tumor	0.6559	1.162	0.8333	0.8145	-1.366	-2.597	-0.1842	-0.6251	1.135	-0.4499	-3.852	10.36	0.2133	-0.1984
TCGA-AO-A03O-01	TCGA-AO-A03O-01	Primary Tumor	0.6549	1.273	0.2572	-0.1082	-0.4767	3.294	0.6548	-0.2353	2.046	-0.6585	-0.02445	9.981	-0.3864	-0.003338
TCGA-A8-A06Q-01	TCGA-A8-A06Q-01	Primary Tumor	0.6536	1.075	0.3815	-0.7596	-3.61	2.972	0.5404	-0.8031	2.209	-0.7425	0.8579	9.796	-0.312	0.8573
TCGA-A7-A3J0-01	TCGA-A7-A3J0-01	Primary Tumor	0.6493	0.9675	-0.3493	0.002845	0.1288	8.493	0.541	-0.1839	2.445	0.5253	0.7581	10.3	-0.1688	0.6817
TCGA-B6-A0RS-01	TCGA-B6-A0RS-01	Primary Tumor	0.6414	-0.2668	-0.07374	-0.1615	0.5962	4.661	-0.1069	-0.5817	1.829	-0.2799	0.3056	9.47	-0.82	-0.2797
TCGA-BH-A0HU-01	TCGA-BH-A0HU-01	Primary Tumor	0.6388	1.496	0.7361	0.4292	-2.683	1.859	-0.1792	0.002682	1.863	-0.1397	-2.545	9.6	-0.9064	-0.2017
TCGA-B6-A0IB-01	TCGA-B6-A0IB-01	Primary Tumor	0.6352	0.3673	-0.491	-0.5771	0.7288	-1.548	-0.1648	-0.564	1.8	-0.05846	-1.346	10.06	0.2635	-0.2053
TCGA-GM-A3XG-01	TCGA-GM-A3XG-01	Primary Tumor	0.6339	-1.414	-0.01264	0.646	-1.428	0.675	-0.3157	0.2191	2.138	0.06714	-0.585	10.42	0.1504	-0.3045
TCGA-A8-A07S-01	TCGA-A8-A07S-01	Primary Tumor	0.6295	1.144	-0.2568	-0.1274	2.809	7.418	0.9272	-0.04742	1.921	-0.3143	-0.137	9.642	-0.02238	0.8115
TCGA-A2-A0EO-01	TCGA-A2-A0EO-01	Primary Tumor	0.6279	-0.4983	-0.4496	-0.2824	-2.546	-0.5011	0.1164	-0.153	2.278	-0.4646	0.4327	9.504	0.7089	0.5939
TCGA-A8-A09T-01	TCGA-A8-A09T-01	Primary Tumor	0.6224	0.7687	-0.311	-1.075	-0.5425	0.3321	0.4719	-0.1214	-2.683	-0.404	0.5045	10.13	0.4901	0.5457
TCGA-BH-A0HX-01	TCGA-BH-A0HX-01	Primary Tumor	0.5893	0.4593	-0.1463	0.09815	3.106	-0.2102	0.5415	0.1304	2.638	-0.04476	-0.1171	9.514	-0.1995	0.1875
TCGA-AN-A0FN-01	TCGA-AN-A0FN-01	Primary Tumor	0.5882	-0.3838	-0.2289	-0.01895	-1.718	3.504	0.5856	-0.19	-3.343	-0.5711	0.4914	9.581	0.1458	0.4117
TCGA-B6-A1KI-01	TCGA-B6-A1KI-01	Primary Tumor	0.5861	0.3086	-0.4481	0.1915	-0.5462	-0.2996	0.2307	-0.448	2.457	-0.5785	0.2337	9.833	-0.5015	0.4728
TCGA-AN-A041-01	TCGA-AN-A041-01	Primary Tumor	0.5854	1.611	0.1996	-0.7332	-2.511	-1.521	0.8843	-0.1294	3.797	-0.7655	0.9179	8.832	0.7221	0.4767
TCGA-MS-A51U-01	TCGA-MS-A51U-01	Primary Tumor	0.5639	-0.669	0.03766	-0.07135	-1.694	0.04919	0.21	0.1057	-0.04075	0.9688	-0.1462	10.77	0.06572	0.6279
TCGA-A7-A3J1-01	TCGA-A7-A3J1-01	Primary Tumor	0.5559	0.4573	-0.2832	-0.3882	-0.4877	-2.921	0.5672	0.1959	-2.554	0.5319	0.3054	10.57	0.03102	0.4599
TCGA-AO-A0JM-01	TCGA-AO-A0JM-01	Primary Tumor	0.5517	0.08881	0.06766	-0.6002	-2.136	1.033	-0.0365	-0.5275	2.837	-0.6644	-0.1985	9.74	-0.4199	-0.2178
TCGA-A7-A426-01	TCGA-A7-A426-01	Primary Tumor	0.5437	-1.16	0.3115	-0.08645	-4.229	-0.3703	-0.2522	0.198	-0.1646	0.8119	-0.6024	10.99	0.218	-0.9413
TCGA-A8-A09V-01	TCGA-A8-A09V-01	Primary Tumor	0.542	0.995	-0.06944	-0.8592	-1.929	0.8526	1.407	-0.08972	-1.589	-0.168	-0.1626	9.672	1.003	1.279
TCGA-AO-A0JC-01	TCGA-AO-A0JC-01	Primary Tumor	0.5301	0.2851	0.4268	0.1037	-0.7305	0.271	0.6015	-0.1816	-0.485	0.04834	0.9363	10.2	0.1819	-0.2768
TCGA-E2-A1LS-01	TCGA-E2-A1LS-01	Primary Tumor	0.5259	-1.294	-0.4816	0.9888	-2.458	-0.9305	0.4755	-0.6225	1.761	-1.521	0.08905	8.024	1.207	-1.662
TCGA-AC-A3BB-01	TCGA-AC-A3BB-01	Primary Tumor	0.5236	-0.7594	0.03106	-0.4811	-2.91	0.6986	0.0121	0.1593	0.4215	0.36	-0.3459	10.87	-0.4478	-0.5858
TCGA-LQ-A4E4-01	TCGA-LQ-A4E4-01	Primary Tumor	0.5204	0.5071	0.7099	-0.2637	-3.698	-0.6717	0.4375	0.5165	-2.457	0.3925	-0.6558	10.49	-0.3114	-0.6436
TCGA-A2-A0CX-01	TCGA-A2-A0CX-01	Primary Tumor	0.5201	0.1863	-0.178	0.2123	-0.8732	1.448	0.2339	-0.8486	2.87	-0.8928	-0.09655	9.732	-0.4551	1.483
TCGA-BH-A1FB-01	TCGA-BH-A1FB-01	Primary Tumor	0.5155	0.06301	-0.1918	-0.7002	-1.449	2.101	0.9597	-0.3044	1.638	-0.1128	0.4669	9.589	0.5243	0.9157
TCGA-AN-A0FW-01	TCGA-AN-A0FW-01	Primary Tumor	0.5126	-0.5768	0.4069	-0.2224	-2.834	-0.06621	1.063	0.02448	3.113	0.01324	0.8827	10.39	-0.06298	0.2306
TCGA-A8-A09I-01	TCGA-A8-A09I-01	Primary Tumor	0.5104	0.8758	0.3041	0.4067	-1.594	-0.1146	0.0403	-1.23	2.623	-0.8983	0.5746	9.161	0.2294	1.378
TCGA-AO-A0JD-01	TCGA-AO-A0JD-01	Primary Tumor	0.5077	0.6541	0.3665	-0.5795	0.1544	-2.164	1.444	-0.1449	1.668	-1.152	1.142	10.01	-0.1373	0.2928
TCGA-AO-A0J5-01	TCGA-AO-A0J5-01	Primary Tumor	0.4998	-0.7759	-0.607	-0.4178	-3.539	1.687	0.3629	-0.6762	2.935	0.3477	0.1484	9.663	0.6964	0.5671
TCGA-A8-A09G-01	TCGA-A8-A09G-01	Primary Tumor	0.4987	3.012	0.06036	-0.4883	-1.112	-3.254	0.8656	-0.1632	1.727	-0.4647	0.04755	8.902	-0.4361	0.4655
TCGA-A8-A083-01	TCGA-A8-A083-01	Primary Tumor	0.4924	-0.1302	-0.4725	-0.625	-1.41	-1.407	0.3851	-0.1249	2.355	-0.2019	-0.1329	9.987	-0.1145	0.5279
TCGA-BH-A0AW-01	TCGA-BH-A0AW-01	Primary Tumor	0.49	-1.183	0.02266	-0.2957	-0.7303	2.243	0.315	-0.5249	2.599	-0.5769	0.03275	9.446	-1.404	-1.129
TCGA-BH-A28O-01	TCGA-BH-A28O-01	Primary Tumor	0.478	-1.017	0.06686	0.1974	-2.671	-0.9187	0.2952	0.2664	1.145	0.9832	-0.2486	10.63	0.4658	0.2382
TCGA-A7-A3IY-01	TCGA-A7-A3IY-01	Primary Tumor	0.4769	0.1492	-0.03394	0.449	1.222	8.221	-0.6087	-0.6352	1.633	-0.5436	0.653	10.26	0.1439	-0.2725
TCGA-A2-A04V-01	TCGA-A2-A04V-01	Primary Tumor	0.4746	0.1741	0.04736	0.08545	-1.54	0.2299	0.2805	0.2244	1.431	-0.4682	0.163	10.08	0.3258	0.2379
TCGA-A8-A07J-01	TCGA-A8-A07J-01	Primary Tumor	0.4726	-0.2462	-0.936	-1.384	0.2812	-1.027	0.1237	-0.6646	1.548	-0.1035	0.4763	9.754	0.07522	0.6307
TCGA-A2-A4RY-01	TCGA-A2-A4RY-01	Primary Tumor	0.4721	-0.9978	-0.00004056	-0.1605	-1.314	-0.1863	0.3147	0.2308	1.075	1.104	-0.06745	10.54	0.3255	0.2274
TCGA-D8-A1XD-01	TCGA-D8-A1XD-01	Primary Tumor	0.4712	1.035	0.03936	-0.8396	-1.324	-0.9503	1.672	-0.07572	2.795	0.2392	-0.9574	10.55	0.4295	1.323
TCGA-EW-A1PC-01	TCGA-EW-A1PC-01	Primary Tumor	0.4623	2.521	0.6872	-0.5968	-1.67	-0.1617	0.2927	0.2828	2.341	-0.4261	-0.2209	9.478	-0.4633	0.4917
TCGA-AO-A0JA-01	TCGA-AO-A0JA-01	Primary Tumor	0.4622	-0.05229	0.02886	-1.556	-1.576	0.09399	0.8193	-0.819	2.276	0.2007	1.16	10.34	0.03512	0.49
TCGA-BH-A0H6-01	TCGA-BH-A0H6-01	Primary Tumor	0.4588	-0.3169	-0.06044	-0.05105	-3.057	0.7829	0.225	-0.3183	1.99	-0.3191	-0.2601	10.33	0.5182	0.03366
TCGA-BH-A42T-01	TCGA-BH-A42T-01	Primary Tumor	0.4479	1.732	0.7702	-0.1698	-1.83	-3.254	-1.039	-0.02762	-0.4121	0.4449	-0.1155	11.15	-0.1263	-0.5492
TCGA-AN-A0FF-01	TCGA-AN-A0FF-01	Primary Tumor	0.4388	0.5248	-0.2291	-0.8089	-4.015	-1.415	0.7691	-0.2093	2.48	-0.1467	0.4141	9.884	0.2503	0.3923
TCGA-A7-A0CJ-01	TCGA-A7-A0CJ-01	Primary Tumor	0.4243	0.131	0.3914	0.2106	-1.193	7.363	0.0103	-0.9107	1.984	-0.6941	-0.251	10.13	0.6012	-0.6064
TCGA-AN-A0AS-01	TCGA-AN-A0AS-01	Primary Tumor	0.4215	-1.114	-0.544	1.049	-2.211	7.612	0.8474	0.1726	1.773	-0.006759	0.355	9.821	0.4863	-0.2306
TCGA-A7-A4SF-01	TCGA-A7-A4SF-01	Primary Tumor	0.4147	0.6014	0.2759	-0.697	-4.338	-0.8046	0.1387	-0.2868	3.397	0.4789	-1.009	10.06	-0.7399	-0.506
TCGA-A8-A08Z-01	TCGA-A8-A08Z-01	Primary Tumor	0.4115	0.5807	-0.3874	-0.8068	-1.375	3.038	1.315	-0.03972	0.5435	0.1726	0.5298	9.968	0.541	0.8134
TCGA-AO-A12C-01	TCGA-AO-A12C-01	Primary Tumor	0.4069	-1.697	-0.4728	-0.1773	-0.5561	-1.827	0.6161	-0.06962	1.765	-0.115	0.3951	9.985	-0.08838	0.5788
TCGA-A8-A08S-01	TCGA-A8-A08S-01	Primary Tumor	0.4053	0.9124	-0.09924	-0.3714	0.8353	-0.07341	1.158	-0.05712	2.199	-0.8359	-0.003645	9.225	0.493	1.287
TCGA-D8-A3Z5-01	TCGA-D8-A3Z5-01	Primary Tumor	0.4031	-0.937	-0.1309	-0.2281	-2.108	0.5451	0.2793	0.3685	0.2036	0.7721	-0.7257	10.75	0.01312	-0.4154
TCGA-A8-A081-01	TCGA-A8-A081-01	Primary Tumor	0.4023	2.406	-0.01064	-0.7742	-2.145	7.07	0.9863	0.09918	2.755	-0.7896	0.5555	9.695	-0.2096	1.675
TCGA-A8-A07E-01	TCGA-A8-A07E-01	Primary Tumor	0.391	0.2399	-0.1372	-0.8769	-2.435	-1.81	1.342	0.03448	1.659	0.1286	0.5427	9.92	0.2124	0.08426
TCGA-AR-A2LJ-01	TCGA-AR-A2LJ-01	Primary Tumor	0.3851	-0.6562	-0.1093	0.2519	-2.65	-0.6467	-0.4501	0.4293	0.5497	0.3171	-0.7032	11.25	-0.2232	-1.081
TCGA-A8-A07Z-01	TCGA-A8-A07Z-01	Primary Tumor	0.3768	0.2442	-0.2514	-0.1466	2.215	-1.686	-0.1539	-0.2954	3.445	0.7316	-0.1023	10.65	-0.4896	-0.1281
TCGA-B6-A0RG-01	TCGA-B6-A0RG-01	Primary Tumor	0.3699	0.5974	-0.08634	-0.9407	-0.8314	-1.43	0.4228	0.09938	3.167	-0.2871	0.2572	10.8	-0.3716	0.09206
TCGA-A8-A082-01	TCGA-A8-A082-01	Primary Tumor	0.366	1.702	-0.06654	0.05875	-1.367	6.629	0.8607	0.09028	2.975	0.1106	0.2391	10.27	-0.2137	0.5547
TCGA-BH-A1ES-01	TCGA-BH-A1ES-01	Primary Tumor	0.3642	-0.07649	0.6461	-0.4181	0.08784	-0.1872	1.535	-0.2909	3.074	0.7598	0.672	9.453	0.5135	0.8031
TCGA-BH-A0BR-01	TCGA-BH-A0BR-01	Primary Tumor	0.3607	0.1313	-0.5144	-0.6161	-0.8844	3.441	0.1769	-0.1304	3.249	-0.2312	-0.3817	9.507	-0.1663	0.008762
TCGA-A8-A086-01	TCGA-A8-A086-01	Primary Tumor	0.3574	1.672	-0.2735	-0.6952	-0.1024	-0.114	0.4901	-0.1703	1.628	-0.3286	-0.1563	9.933	0.9097	0.6414
TCGA-E9-A1NC-01	TCGA-E9-A1NC-01	Primary Tumor	0.3564	-2.213	0.162	1.706	-0.8945	2.078	-0.8688	-0.5589	0.8804	0.2543	-0.5849	9.643	-0.5209	-2.111
TCGA-A8-A06T-01	TCGA-A8-A06T-01	Primary Tumor	0.3512	1.091	-0.2176	-0.6367	-0.6328	-1.009	0.8656	0.111	1.85	-0.5717	-1.25	9.238	0.3785	0.6231
TCGA-AC-A3W6-01	TCGA-AC-A3W6-01	Primary Tumor	0.3433	-0.7899	-0.01394	0.3778	-1.912	-1.834	0.3649	0.3456	-2.982	0.6356	-0.6358	10.88	-0.469	-1.139
TCGA-A2-A04X-01	TCGA-A2-A04X-01	Primary Tumor	0.3432	0.01681	0.05706	1.215	-2.079	0.1703	-0.1069	-0.2595	2.749	-1.166	-0.3718	9.734	-0.9822	-1.14
TCGA-A2-A04Y-01	TCGA-A2-A04Y-01	Primary Tumor	0.3386	0.5405	0.885	0.472	-3.323	0.02419	0.4474	-0.6938	3.058	-1.081	0.6125	10.17	-0.4162	0.1416
TCGA-A2-A0EX-01	TCGA-A2-A0EX-01	Primary Tumor	0.3262	-0.564	-0.5317	-0.5261	-1.609	1.917	0.2704	-0.09302	-2.074	-0.3251	0.2011	9.75	0.2434	0.2137
TCGA-BH-A0HF-01	TCGA-BH-A0HF-01	Primary Tumor	0.3257	-0.4973	0.01896	-0.2746	0.9203	0.5038	0.5985	-0.1377	2.87	0.2642	-0.1226	9.142	0.06422	0.2095
TCGA-A8-A07W-01	TCGA-A8-A07W-01	Primary Tumor	0.3161	2.214	-0.05574	0.007645	0.5755	-0.7258	0.5944	-0.3237	3.431	-0.3537	-0.05315	9.628	-0.4871	1.084
TCGA-BH-A0B4-01	TCGA-BH-A0B4-01	Primary Tumor	0.3085	1.195	-0.1825	-0.3265	-1.01	-3.254	-0.6526	-0.5669	1.721	-0.4986	-0.9415	9.727	-0.19	-0.005238
TCGA-AO-A1KQ-01	TCGA-AO-A1KQ-01	Primary Tumor	0.3081	2.062	0.5615	0.2588	-0.5497	0.5209	-0.2681	-0.7143	1.902	-0.879	-0.5551	10.5	0.1429	0.2046
TCGA-B6-A1KC-01	TCGA-B6-A1KC-01	Primary Tumor	0.3057	1.477	-0.3464	0.1419	-0.8851	-2.278	1.245	0.3181	3.073	-0.7948	0.1158	8.813	0.8017	0.9905
TCGA-AC-A3EH-01	TCGA-AC-A3EH-01	Primary Tumor	0.2848	-0.1466	-0.2913	-0.04595	-2.511	4.205	0.8153	0.1893	-2.349	0.4865	0.4257	10.77	-0.8675	0.4951
TCGA-B6-A0IG-01	TCGA-B6-A0IG-01	Primary Tumor	0.2821	2.654	-0.01334	-0.8838	-2.009	-1.911	-0.4357	-0.7525	2.342	0.2567	0.2198	10.12	-0.1612	0.09096
TCGA-D8-A1X8-01	TCGA-D8-A1X8-01	Primary Tumor	0.2813	0.8024	-0.4123	-0.2165	-0.3343	-2.287	1.12	-0.1665	-1.543	-0.4155	0.9193	9.669	0.4854	0.6196
TCGA-AO-A03R-01	TCGA-AO-A03R-01	Primary Tumor	0.2766	0.2233	0.4795	0.4807	-1.566	4.913	-0.006701	-0.3875	1.796	-0.1915	-0.6674	10.28	-0.2831	-1.09
TCGA-A8-A08I-01	TCGA-A8-A08I-01	Primary Tumor	0.2709	1.628	-0.05414	-1.116	1.669	4.203	1.139	0.1354	3.045	0.3415	-1.545	9.448	0.9674	0.8904
TCGA-BH-A0HO-01	TCGA-BH-A0HO-01	Primary Tumor	0.2705	0.3253	-0.7613	0.2409	1.025	-0.9435	0.166	-0.1732	0.7362	-0.4288	0.7896	9.557	0.1416	0.6691
TCGA-A8-A0A1-01	TCGA-A8-A0A1-01	Primary Tumor	0.2431	1.055	-0.152	-0.8826	0.2697	-1.079	1.077	-0.5011	-2.895	0.1454	0.2247	9.625	-0.08388	0.6585
TCGA-AO-A0JI-01	TCGA-AO-A0JI-01	Primary Tumor	0.2343	0.9843	-0.6933	-0.7483	-1.834	-2.159	1.167	-0.2768	1.922	-0.3117	-0.04475	9.823	0.5721	0.4951
TCGA-A7-A13H-01	TCGA-A7-A13H-01	Primary Tumor	0.2335	-0.5405	0.1658	-0.776	-0.4654	-0.1435	-0.1585	-0.2196	-1.319	0.702	-0.2162	10.82	0.2447	0.07326
TCGA-A2-A0SW-01	TCGA-A2-A0SW-01	Primary Tumor	0.2287	-0.1832	0.316	0.192	-0.7861	1.541	-0.4381	-0.8545	2.5	-0.5501	-0.6214	9.983	-0.302	-0.9441
TCGA-AO-A0J3-01	TCGA-AO-A0J3-01	Primary Tumor	0.1997	0.02241	-0.1613	0.4631	-0.3224	-1.937	-0.4679	-0.45	2.061	-0.9077	-0.2797	9.668	-0.01088	-0.2942
TCGA-A7-A4SA-01	TCGA-A7-A4SA-01	Primary Tumor	0.1937	-2.537	0.6293	-0.03485	-0.9772	-2.181	0.0421	-0.3567	-1.168	0.2612	-0.5424	10.57	-0.594	-0.08004
TCGA-B6-A0IA-01	TCGA-B6-A0IA-01	Primary Tumor	0.1894	0.04061	0.1053	-0.4707	-3.135	-2.433	0.3274	-0.276	1.063	-0.616	-0.02875	9.444	-0.3978	0.05426
TCGA-AN-A046-01	TCGA-AN-A046-01	Primary Tumor	0.1839	-0.2081	-0.1489	0.8772	0.7242	0.5008	0.4982	-0.2119	1.67	-0.04306	-0.4818	9.977	-0.1264	-0.6319
TCGA-A8-A076-01	TCGA-A8-A076-01	Primary Tumor	0.1817	0.07391	0.1166	-0.2436	-2.618	0.821	1.146	-0.1064	3.41	-0.8428	-0.009245	9.893	-0.6435	-0.2546
TCGA-A7-A0CG-01	TCGA-A7-A0CG-01	Primary Tumor	0.1805	-0.3005	-0.5927	-0.5436	-1.959	-0.843	1.237	-0.3879	1.294	-0.8096	0.6485	9.328	-0.03948	0.358
TCGA-A2-A4RW-01	TCGA-A2-A4RW-01	Primary Tumor	0.1789	-0.7788	-0.2633	-0.08545	-1.237	-0.4353	-0.0585	-0.2713	-2.29	0.4911	-0.2944	10.61	-0.02818	0.382
TCGA-A8-A06O-01	TCGA-A8-A06O-01	Primary Tumor	0.1407	2.156	0.2793	-0.03205	-0.2086	2.502	0.1569	-0.5661	2.093	0.2282	-0.1469	9.657	-0.2263	0.2511
TCGA-AC-A3W7-01	TCGA-AC-A3W7-01	Primary Tumor	0.137	-1.014	-0.02984	-0.2265	-0.8587	0.3419	0.5219	0.2793	-0.5344	0.9737	-0.09565	11.18	-0.4297	-0.3689
TCGA-A8-A099-01	TCGA-A8-A099-01	Primary Tumor	0.1335	0.6828	-0.6992	-0.1904	0.4552	-3.254	0.9864	-0.3356	2.275	-0.3886	-0.01995	9.368	0.4861	0.9865
TCGA-B6-A0IM-01	TCGA-B6-A0IM-01	Primary Tumor	0.1309	1.465	-0.3713	-0.08345	-0.5126	0.9397	1.068	0.2316	1.708	-0.1059	0.008155	8.897	0.8688	1.739
TCGA-EW-A1PF-01	TCGA-EW-A1PF-01	Primary Tumor	0.1268	-0.5877	-0.5775	0.1503	0.7295	0.01489	0.7988	0.257	3.897	0.2329	-0.1458	10.06	-1.013	0.05246
TCGA-BH-A0HY-01	TCGA-BH-A0HY-01	Primary Tumor	0.1131	0.2396	-0.1157	-0.2607	-1.8	4.397	0.5528	-0.4702	2.616	0.08274	1.407	9.993	0.4702	0.8198
TCGA-A8-A0A7-01	TCGA-A8-A0A7-01	Primary Tumor	0.09971	-0.4081	-0.1299	-0.5965	-1.812	2.404	0.209	-0.5006	1.133	-0.1143	0.7871	9.393	-0.1356	0.06536
TCGA-B6-A0RI-01	TCGA-B6-A0RI-01	Primary Tumor	0.09901	1.107	-0.01934	-0.6365	-0.928	1.7	1.053	-0.01112	2.233	0.4395	-0.3341	10.55	-0.1753	0.3441
TCGA-AR-A1AM-01	TCGA-AR-A1AM-01	Primary Tumor	0.09181	-1.051	0.1008	-0.5259	-0.237	-2.482	0.4877	0.3156	1.457	0.6222	0.2876	10.86	0.1904	-0.1255
TCGA-AO-A0JJ-01	TCGA-AO-A0JJ-01	Primary Tumor	0.06001	0.7794	-0.2766	-0.7162	4.491	-2.197	0.538	-0.5282	-1.319	-0.228	0.5383	9.891	0.4531	0.3502
TCGA-AO-A0JF-01	TCGA-AO-A0JF-01	Primary Tumor	0.04551	-0.198	-0.4092	-1.017	-0.6039	0.9091	1.127	-0.4596	1.949	-0.2198	0.8909	9.727	0.503	0.6695
TCGA-A8-A07I-01	TCGA-A8-A07I-01	Primary Tumor	0.04451	0.4754	0.1092	0.1418	-0.4281	0.5772	1.408	-0.07522	3.19	0.07284	-0.1462	9.977	-0.2743	0.2253
TCGA-A8-A09K-01	TCGA-A8-A09K-01	Primary Tumor	0.03731	0.284	0.2804	0.02525	-1.432	-3.254	1.16	0.3687	2.139	-0.138	-0.6825	10.34	0.6246	-0.1447
TCGA-A2-A0EV-01	TCGA-A2-A0EV-01	Primary Tumor	0.03601	1.683	0.009159	-0.4107	-1.183	1.555	0.422	-0.08542	1.823	-0.4257	0.1351	9.778	0.1643	0.8848
TCGA-BH-A0HB-01	TCGA-BH-A0HB-01	Primary Tumor	0.02721	-1.009	0.3371	-0.3312	-0.7997	1.27	-0.782	-0.798	3.168	-0.552	-0.6436	10.1	0.006518	0.476
